City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
353,Eyl,7.9803,49.8164,74.48,77,17,14.9,SO,1675718654
354,Tonkino,57.3726,46.4629,-6.29,100,100,2.1,RU,1675718655
355,Bathsheba,13.2167,-59.5167,81.21,65,20,18.41,BB,1675718655
356,Caningay,9.8297,122.6442,73.99,90,97,4.27,PH,1675718655
357,Narsaq,60.9167,-46.05,5.22,66,40,8.14,GL,1675718656
358,Buala,-8.145,159.5921,80.24,83,99,8.14,SB,1675718656
359,Tubuala,9.5167,-79.0333,79.39,82,29,12.46,PA,1675718656
360,Porto Novo,6.4965,2.6036,84.02,83,100,8.57,BJ,1675718657
361,Najran,17.4924,44.1277,66.85,54,80,6.58,SA,1675718458
362,Pierre,44.3683,-100.351,44.28,67,100,19.57,US,1675718658
363,Fairbanks,64.8378,-147.7164,5.09,78,40,0.0,US,1675718399
364,Augustow,53.8432,22.9798,29.08,89,71,7.81,PL,1675718659
365,Ancud,-41.8697,-73.8203,62.53,66,0,5.88,CL,1675718659
366,Orange,33.7,-117.7675,70.23,33,0,10.36,US,1675718658
367,Lasa,46.6166,10.7002,32.88,96,93,4.32,IT,1675718659
368,Sokoto,13.0609,5.239,81.05,16,100,9.95,NG,1675718660
369,Lata,40.1629,-8.3327,43.84,66,1,4.92,PT,1675718660
370,Pandan,14.0453,124.1694,76.21,90,84,8.46,PH,1675718660
371,Floresta,-8.6011,-38.5686,87.08,45,87,19.8,BR,1675718661
372,Carutapera,-1.195,-46.02,76.73,93,99,6.38,BR,1675718450
373,Benghazi,32.1167,20.0667,54.9,60,100,18.81,LY,1675718662
374,Cilegon,-6.0174,106.0538,78.6,79,100,6.22,ID,1675718663
375,Xuddur,4.1213,43.8894,74.84,59,34,14.47,SO,1675718663
376,Valparaiso,-33.0393,-71.6273,73.0,64,75,13.8,CL,1675718601
377,Westport,41.1415,-73.3579,48.24,60,0,21.85,US,1675718442
378,Staropyshminsk,56.9387,60.903,14.07,97,100,3.42,RU,1675718663
379,Novyy Urengoy,66.0833,76.6333,-14.35,100,100,5.1,RU,1675718664
380,Coruripe,-10.1256,-36.1756,79.75,74,100,12.33,BR,1675718407
381,Tambacounda,13.7539,-13.7586,86.05,14,0,6.91,SN,1675718664
382,Sidi Ali,36.0998,0.4206,48.45,83,0,9.75,DZ,1675718664
383,Haines Junction,60.7522,-137.5108,37.35,32,76,2.3,CA,1675718669
384,Ourinhos,-22.9789,-49.8706,76.78,77,68,3.0,BR,1675718616
385,Kaeo,-35.1,173.7833,71.33,85,22,3.69,NZ,1675718670
386,Sangar,63.9242,127.4739,-53.23,100,78,0.96,RU,1675718671
387,Monywa,22.1167,95.1333,65.62,44,0,5.1,MM,1675718671
388,Sinegorye,62.0788,150.477,-32.17,100,99,0.67,RU,1675718671
389,Port Lavaca,28.615,-96.6261,77.32,69,75,16.11,US,1675718672
390,Saint Anthony,45.0205,-93.218,37.33,75,100,14.97,US,1675718672
391,Liku,-0.7275,119.8922,73.44,92,75,1.72,ID,1675718672
392,Talnakh,69.4865,88.3972,-7.8,99,100,5.19,RU,1675718673
393,San Jose,37.3394,-121.895,61.32,52,20,12.66,US,1675718395
394,Bandarbeyla,9.4942,50.8122,75.02,76,86,13.91,SO,1675718674
395,Oktyabrskiy,54.4815,53.471,4.44,100,96,2.08,RU,1675718674
396,Pangody,65.85,74.4859,-16.83,100,100,5.48,RU,1675718675
397,Anantapur,14.6833,77.6,72.88,56,30,3.8,IN,1675718675
398,Van,38.4924,43.3831,34.95,69,75,5.75,TR,1675718675
399,Peleduy,59.6289,112.7406,-6.29,99,100,1.28,RU,1675718676
400,Lewisporte,49.2499,-55.0482,20.91,94,100,8.16,CA,1675718676
401,Soure,-0.7167,-48.5233,78.84,85,100,9.82,BR,1675718676
402,Salamiyah,35.0113,37.0532,42.53,80,90,26.57,SY,1675718677
403,Petropavlivka,48.4564,36.4367,20.82,88,92,12.93,UA,1675718678
404,Kimbe,-5.5502,150.1429,76.95,91,100,2.35,PG,1675718679
405,Chegutu,-18.1302,30.1407,67.96,61,57,5.44,ZW,1675718679
406,Gizo,-8.103,156.8419,81.05,81,100,12.77,SB,1675718679
407,Santa Fe,-31.6333,-60.7,98.02,23,4,4.0,AR,1675718533
408,Guiratinga,-16.3494,-53.7583,77.32,84,99,3.6,BR,1675718680
409,Terra Nova,-12.3667,-40.6667,77.09,56,48,4.27,BR,1675718399
410,Huruta,8.15,39.35,59.67,28,12,7.74,ET,1675718680
411,Amuntai,-2.4177,115.2494,71.83,98,100,0.87,ID,1675718680
412,Mitsamiouli,-11.3847,43.2844,81.25,80,99,10.76,KM,1675718681
413,Bhairab Bazar,24.0667,90.9667,58.28,51,0,4.14,BD,1675718682
414,Stornoway,58.2093,-6.3865,48.16,94,100,26.46,GB,1675718682
415,Sobolevo,54.4299,31.8996,23.04,97,100,2.33,RU,1675718683
416,Malatya,38.5,38.0,30.25,100,75,3.44,TR,1675718683
417,Tucuma,-0.1833,-50.05,77.47,90,71,7.11,BR,1675718683
418,Zhumadian,32.9794,114.0294,39.58,90,22,5.26,CN,1675718684
419,Aloleng,16.1307,119.7824,77.11,79,70,7.87,PH,1675718684
420,Marakkanam,12.2,79.95,72.18,82,0,7.09,IN,1675718684
421,Mumford,5.2618,-0.759,79.57,88,29,14.07,GH,1675718685
422,Tutoia,-2.7619,-42.2744,79.61,81,100,10.8,BR,1675718686
423,Srednekolymsk,67.45,153.6833,-39.77,100,100,6.42,RU,1675718686
424,Gwadar,25.1216,62.3254,70.25,61,5,9.86,PK,1675718687
425,Praia Da Vitoria,38.7333,-27.0667,55.76,88,75,25.21,PT,1675718687
426,Provideniya,64.3833,-173.3,-0.29,71,75,6.71,RU,1675718687
427,Moree,-29.4667,149.85,74.26,63,74,13.62,AU,1675718521
428,Aquiraz,-3.9014,-38.3911,82.49,83,20,7.29,BR,1675718688
429,Kahului,20.8947,-156.47,78.84,75,40,14.97,US,1675718603
430,Knin,44.0439,16.2,30.13,60,100,8.7,HR,1675718688
431,Moose Factory,51.2585,-80.6094,15.8,62,20,13.8,CA,1675718688
432,Tiarei,-17.5333,-149.3333,84.22,76,34,16.17,PF,1675718689
433,Betioky,-23.7167,44.3833,75.72,73,100,7.07,MG,1675718694
434,Antofagasta,-23.65,-70.4,72.68,74,19,9.04,CL,1675718694
435,Dicabisagan,17.0818,122.4157,74.75,90,89,1.59,PH,1675718694
436,Manggar,-2.8833,108.2667,78.08,88,100,7.9,ID,1675718695
437,Navalmoral De La Mata,39.8916,-5.5406,42.78,75,0,15.73,ES,1675718695
438,Ales,44.1333,4.0833,43.7,74,5,5.66,FR,1675718695
439,Yatou,37.15,122.3833,34.9,82,92,7.92,CN,1675718696
440,Tuatapere,-46.1333,167.6833,59.7,79,91,5.55,NZ,1675718696
441,Moranbah,-22.0016,148.0466,76.06,88,100,15.9,AU,1675718696
442,Kenitra,34.261,-6.5802,43.56,77,0,2.19,MA,1675718499
443,Pangai,-19.8,-174.35,75.31,83,75,6.91,TO,1675718697
444,Pietrosani,45.1833,24.85,20.16,74,62,5.28,RO,1675718697
445,Santa Cruz Cabralia,-16.2781,-39.0247,82.63,78,20,12.66,BR,1675718697
446,Qandala,11.472,49.8728,74.41,77,87,5.55,SO,1675718698
447,Bonavista,48.6499,-53.1147,25.66,94,100,14.63,CA,1675718699
448,Rabo De Peixe,37.8,-25.5833,56.71,94,75,16.11,PT,1675718699
449,Iskateley,67.6803,53.1512,-0.09,96,100,9.73,RU,1675718699
450,Vostok,46.4856,135.8833,-4.65,98,100,4.81,RU,1675718700
451,Ugoofaaru,5.6667,73.0,80.38,76,100,8.46,MV,1675718700
452,Shelton,41.3165,-73.0932,48.18,58,0,21.85,US,1675718162
453,Rychnov Nad Kneznou,50.1628,16.2749,20.05,85,8,3.27,CZ,1675718700
454,Wanning,18.8003,110.3967,71.15,92,26,3.0,CN,1675718701
455,Kyaikkami,16.08,97.5675,77.65,72,0,2.95,MM,1675718701
456,Cairns,-16.9167,145.7667,78.75,94,40,4.61,AU,1675718702
457,Svetlaya,46.5389,138.3297,7.3,77,0,6.13,RU,1675718703
458,Boden,65.8252,21.6886,30.2,90,100,9.86,SE,1675718704
459,Rocha,-34.4833,-54.3333,79.65,55,5,10.51,UY,1675718705
460,Emerald,-23.5333,148.1667,77.34,88,52,9.01,AU,1675718438
461,Port Lincoln,-34.7333,135.8667,63.01,84,0,14.83,AU,1675718706
462,Langsa,4.4683,97.9683,73.51,96,99,1.92,ID,1675718707
463,Makakilo City,21.3469,-158.0858,80.92,64,20,18.41,US,1675718707
464,Imbituba,-28.24,-48.6703,77.54,71,36,4.74,BR,1675718708
465,Bria,6.5423,21.9863,77.31,15,24,3.65,CF,1675718708
466,Vila Do Maio,15.1333,-23.2167,68.79,62,43,23.73,CV,1675718708
467,Assiniboia,49.6334,-105.9845,31.82,59,6,17.27,CA,1675718709
468,Sisimiut,66.9395,-53.6735,-3.32,91,100,5.84,GL,1675718710
469,Black River,18.0264,-77.8487,80.78,66,65,2.68,JM,1675718710
470,Shingu,33.7333,135.9833,47.52,56,100,5.06,JP,1675718711
471,Adrar,20.5022,-10.0711,64.27,22,58,9.01,MR,1675718711
472,Nanakuli,21.3906,-158.1547,82.35,55,20,14.97,US,1675718711
473,Chulumani,-16.4096,-67.5263,73.09,66,55,4.41,BO,1675718712
474,Acajutla,13.5928,-89.8275,86.22,47,0,9.66,SV,1675718712
475,Wyndham,37.6985,-77.6125,55.08,47,0,5.75,US,1675718713
476,Kjollefjord,70.9457,27.3465,39.25,81,75,31.07,NO,1675718713
477,Tual,-5.6667,132.75,81.25,77,100,14.52,ID,1675718714
478,Felipe Carrillo Puerto,19.5833,-88.05,82.94,55,28,3.91,MX,1675718714
479,Preobrazheniye,42.9019,133.9064,16.36,61,4,4.9,RU,1675718714
480,Mattru,7.6244,-11.8332,77.05,65,90,4.97,SL,1675718715
481,Camacha,33.0833,-16.3333,56.62,51,75,21.85,PT,1675718716
482,Chimala,-8.85,34.0167,65.14,98,100,1.23,TZ,1675718716
483,Burgeo,47.6167,-57.6152,30.4,96,100,4.5,CA,1675718717
484,Dormidontovka,47.7702,134.9076,0.39,98,100,4.21,RU,1675718717
485,Severo-Yeniseyskiy,60.3725,93.0408,-14.08,100,100,3.02,RU,1675718718
486,Izumo,35.3667,132.7667,40.95,81,75,5.75,JP,1675718718
487,Dakar,14.6937,-17.4441,67.08,77,61,13.8,SN,1675718600
488,Murgab,37.4966,61.9714,46.27,66,100,9.22,TM,1675718719
489,Tripoli,32.8752,13.1875,52.86,58,82,9.62,LY,1675718719
490,Anadyr,64.75,177.4833,-14.01,75,75,11.18,RU,1675718720
491,Larsnes,62.2028,5.5773,48.02,84,100,12.15,NO,1675718720
492,Requena,39.4883,-1.1004,37.53,88,100,7.16,ES,1675718720
493,Alirajpur,22.3031,74.3546,66.45,45,0,4.29,IN,1675718721
494,Merauke,-8.4667,140.3333,77.63,91,100,12.35,ID,1675718721
495,Honiara,-9.4333,159.95,79.59,85,99,6.26,SB,1675718723
496,Smithers,54.7804,-127.1743,39.52,87,100,12.66,CA,1675718723
497,Kiunga,-6.1219,141.2906,72.95,99,100,2.33,PG,1675718723
498,Anderson,34.5334,-82.6499,65.28,30,0,6.91,US,1675718724
499,Lorengau,-2.0226,147.2712,77.83,93,100,10.27,PG,1675718724
500,Yima,34.7381,111.8839,36.12,68,42,1.32,CN,1675718725
501,Dinar,38.065,30.1656,30.16,81,100,13.18,TR,1675718725
502,Pizhma,57.8642,47.1171,-8.37,100,100,1.45,RU,1675718726
503,Qasigiannguit,68.8193,-51.1922,-1.95,99,100,3.27,GL,1675718726
504,Rovaniemi,66.5,25.7167,29.61,100,100,12.66,FI,1675718727
505,Baiyin,36.5583,104.2081,28.24,39,89,1.57,CN,1675718727
506,Turka,49.1541,23.0297,14.79,99,100,0.89,UA,1675718728
507,Kencong,-8.2833,113.3667,74.68,90,100,3.0,ID,1675718728
508,Ostrovnoy,68.0531,39.5131,21.22,88,100,21.68,RU,1675718728
509,Kishi,9.0833,3.85,85.51,20,100,2.64,NG,1675718729
510,Berberati,4.2612,15.7922,73.53,23,63,3.09,CF,1675718729
511,Buchanan,5.8808,-10.0467,79.23,85,36,7.76,LR,1675718730
512,Senneterre,48.3835,-77.2328,12.0,80,12,3.67,CA,1675718730
513,Aleksandrovskiy Zavod,50.9237,117.9374,-16.8,100,79,4.09,RU,1675718730
514,Hay River,60.8156,-115.7999,-2.22,71,100,8.05,CA,1675718731
515,Atasu,48.6814,71.6433,11.07,97,100,7.67,KZ,1675718731
516,Camopi,3.1655,-52.3158,74.79,97,94,4.47,GF,1675718732
517,Tirukkoyilur,11.95,79.2,67.33,88,27,5.3,IN,1675718733
518,Senador Guiomard,-10.1522,-67.7392,85.75,95,100,1.03,BR,1675718733
519,Sungairaya,0.7,108.9,78.3,87,100,3.8,ID,1675718733
520,Grand-Santi,4.25,-54.3833,76.17,97,46,3.51,GF,1675718734
521,Kimparana,12.8347,-4.9244,86.11,11,100,4.25,ML,1675718734
522,Helmsdale,58.1168,-3.6517,46.35,83,46,12.55,GB,1675718734
523,Grand Gaube,-20.0064,57.6608,79.2,81,91,5.01,MU,1675718735
524,Brigantine,39.4101,-74.3646,49.03,58,20,21.85,US,1675718736
525,Shimoda,34.6667,138.95,46.11,56,100,5.73,JP,1675718736
526,Krasnovishersk,60.4078,57.082,-10.59,100,67,3.0,RU,1675718738
527,Eureka,40.8021,-124.1637,55.2,68,99,5.01,US,1675718738
528,Avera,33.194,-82.5271,67.55,36,0,0.67,US,1675718739
529,Abnub,27.2696,31.1511,48.42,37,59,7.25,EG,1675718740
530,Zahesi,41.8246,44.7536,33.51,98,100,2.33,GE,1675718740
531,Baneh,35.9975,45.8853,33.57,99,100,8.84,IR,1675718741
532,Mirandela,41.4874,-7.187,42.84,61,0,4.25,PT,1675718742
533,Ayr,55.4627,-4.6339,46.51,81,75,10.36,GB,1675718742
534,Natal,-5.795,-35.2094,79.45,83,75,18.41,BR,1675718691
535,La Ligua,-32.4524,-71.2311,78.39,51,0,8.9,CL,1675718746
536,Lapao,-11.3833,-41.8319,82.13,36,100,12.93,BR,1675718747
537,Niteroi,-22.8833,-43.1036,83.82,87,75,14.97,BR,1675718748
538,Amahai,-3.3333,128.9167,77.59,84,100,4.97,ID,1675718749
539,Pindiga,9.9833,10.9333,80.76,16,100,15.21,NG,1675718750
540,Darasun,51.6667,114.0,-10.93,100,31,2.46,RU,1675718751
541,Newton,42.337,-71.2092,45.55,61,75,13.8,US,1675718499
542,Gornyatskiy,48.2915,40.9575,16.43,92,100,12.39,RU,1675718752
543,Corinto,37.9407,22.9573,42.89,81,77,6.49,GR,1675718753
544,Bangassou,4.7413,22.8184,75.06,21,2,2.21,CF,1675718754
545,Jalu,29.0331,21.5482,51.3,52,74,9.1,LY,1675718755
